sample_id,replan_conversion_ok,status,run_position,track_c_status,schema_valid,parse_error,conversion_errors,skill_sequence,updated_at
CommenSence/select_toy_common_sense/example13,True,completed,456,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:53:43
CommenSence/select_toy_common_sense/example65,True,completed,494,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:53:45
CommenSence/select_toy_common_sense/example86,False,completed,512,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:yoda,pick>place,2026-05-28 09:53:47
CommenSence/select_toy_common_sense/example93,True,completed,515,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:53:49
M&T/add_condiment/example54,True,completed,520,C1_qwen_guided_condition_failure,True,,,pick>pour,2026-05-28 09:53:51
M&T/insert_flower/example1,True,completed,521,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:53:53
M&T/insert_flower/example14,True,completed,523,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:53:55
M&T/insert_flower/example24,True,completed,525,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:53:57
M&T/insert_flower/example33,True,completed,528,C1_qwen_guided_condition_failure,True,,,pick>insert,2026-05-28 09:54:00
M&T/insert_flower/example45,True,completed,529,C1_qwen_guided_condition_failure,True,,,pick>insert,2026-05-28 09:54:02
M&T/insert_flower/example50,True,completed,532,C1_qwen_guided_condition_failure,True,,,pick>insert,2026-05-28 09:54:04
M&T/insert_flower/example51,True,completed,533,C1_qwen_guided_condition_failure,True,,,pick>insert,2026-05-28 09:54:06
M&T/insert_flower/example63,True,completed,535,C1_qwen_guided_condition_failure,True,,,pick>insert,2026-05-28 09:54:08
M&T/insert_flower/example64,True,completed,536,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:54:10
M&T/insert_flower/example69,True,completed,539,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:54:13
M&T/insert_flower/example80,True,completed,542,C1_qwen_guided_condition_failure,True,,,pick>insert,2026-05-28 09:54:15
M&T/insert_flower/example82,True,completed,544,C1_qwen_guided_condition_failure,True,,,pick>insert,2026-05-28 09:54:17
M&T/insert_flower/example84,True,completed,545,C1_qwen_guided_condition_failure,True,,,pick>insert,2026-05-28 09:54:19
M&T/insert_flower/example86,True,completed,547,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:54:22
M&T/insert_flower/example93,True,completed,550,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:54:24
M&T/select_billiards/example0,True,completed,552,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:54:26
M&T/select_billiards/example1,False,completed,553,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:hole_1,insert,2026-05-28 09:54:28
M&T/select_billiards/example2,True,completed,554,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:54:30
M&T/select_billiards/example3,True,completed,555,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:54:32
M&T/select_billiards/example4,False,completed,556,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:54:33
M&T/select_billiards/example5,True,completed,557,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:54:35
M&T/select_billiards/example6,True,completed,558,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:54:37
M&T/select_billiards/example7,True,completed,559,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:54:39
M&T/select_billiards/example8,True,completed,560,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:54:41
M&T/select_billiards/example9,True,completed,561,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:54:42
M&T/select_billiards/example11,False,completed,563,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:54:43
M&T/select_billiards/example12,False,completed,564,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:54:44
M&T/select_billiards/example13,False,completed,565,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:54:46
M&T/select_billiards/example14,False,completed,566,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:54:47
M&T/select_billiards/example15,True,completed,567,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:54:48
M&T/select_billiards/example16,False,completed,568,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:54:49
M&T/select_billiards/example17,True,completed,569,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:54:50
M&T/select_billiards/example18,False,completed,570,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:54:51
M&T/select_billiards/example19,True,completed,571,C1_qwen_guided_condition_failure,True,,,pick>insert,2026-05-28 09:54:53
M&T/select_billiards/example20,True,completed,572,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:54:54
M&T/select_billiards/example21,False,completed,573,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:54:55
M&T/select_billiards/example22,False,completed,574,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_0,pick>place,2026-05-28 09:54:56
M&T/select_billiards/example23,False,completed,575,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:54:57
M&T/select_billiards/example24,False,completed,576,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:54:58
M&T/select_billiards/example25,True,completed,577,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:54:59
M&T/select_billiards/example26,True,completed,578,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:55:00
M&T/select_billiards/example27,True,completed,579,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:55:03
M&T/select_billiards/example28,False,completed,580,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:04
M&T/select_billiards/example30,False,completed,582,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:05
M&T/select_billiards/example31,True,completed,583,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:55:06
M&T/select_billiards/example32,True,completed,584,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:07
M&T/select_billiards/example34,False,completed,586,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:08
M&T/select_billiards/example35,False,completed,587,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:55:09
M&T/select_billiards/example36,False,completed,588,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_0,pick>place,2026-05-28 09:55:11
M&T/select_billiards/example37,False,completed,589,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:12
M&T/select_billiards/example38,True,completed,590,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:13
M&T/select_billiards/example39,False,completed,591,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:hole_1,insert,2026-05-28 09:55:14
M&T/select_billiards/example40,False,completed,592,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:15
M&T/select_billiards/example41,False,completed,593,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:16
M&T/select_billiards/example43,False,completed,594,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:55:17
M&T/select_billiards/example44,False,completed,596,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:55:18
M&T/select_billiards/example45,False,completed,597,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:20
M&T/select_billiards/example46,False,completed,599,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:21
M&T/select_billiards/example48,False,completed,600,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_0,pick>place,2026-05-28 09:55:22
M&T/select_billiards/example49,False,completed,601,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:23
M&T/select_billiards/example51,True,completed,602,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:24
M&T/select_billiards/example50,False,completed,603,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:55:25
M&T/select_billiards/example53,False,completed,604,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:26
M&T/select_billiards/example52,True,completed,605,C1_qwen_guided_condition_failure,True,,,insert,2026-05-28 09:55:28
M&T/select_billiards/example54,False,completed,606,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:55:29
M&T/select_billiards/example55,False,completed,607,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:55:30
M&T/select_billiards/example57,False,completed,608,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:55:32
M&T/select_billiards/example58,False,completed,610,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:33
M&T/select_billiards/example59,False,completed,611,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:hole_1,insert,2026-05-28 09:55:34
M&T/select_billiards/example60,True,completed,612,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:35
M&T/select_billiards/example61,True,completed,613,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:36
M&T/select_billiards/example62,False,completed,614,C3_entity_mapping_failure,True,,step1:unmapped_component:hole_0,pick>place,2026-05-28 09:55:37
M&T/select_billiards/example63,True,completed,615,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:39
M&T/select_billiards/example65,False,completed,617,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:55:40
M&T/select_billiards/example66,False,completed,618,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:55:41
M&T/select_billiards/example67,True,completed,619,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:42
M&T/select_billiards/example68,True,completed,620,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:44
M&T/select_billiards/example69,True,completed,621,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:45
M&T/select_billiards/example71,True,completed,623,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:46
M&T/select_billiards/example72,False,completed,624,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_0,pick>place,2026-05-28 09:55:47
M&T/select_billiards/example73,True,completed,625,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:49
M&T/select_billiards/example75,False,completed,627,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:51
M&T/select_billiards/example76,True,completed,628,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:52
M&T/select_billiards/example77,True,completed,629,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:54
M&T/select_billiards/example78,True,completed,630,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:55
M&T/select_billiards/example79,False,completed,631,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:55:56
M&T/select_billiards/example81,True,completed,633,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:55:58
M&T/select_billiards/example83,False,completed,635,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:hole_1,insert,2026-05-28 09:55:59
M&T/select_billiards/example84,False,completed,636,C3_entity_mapping_failure,True,,step1:unmapped_component:hole_0,pick>place,2026-05-28 09:56:00
M&T/select_billiards/example85,True,completed,637,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:03
M&T/select_billiards/example86,False,completed,638,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:56:04
M&T/select_billiards/example88,True,completed,640,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:06
M&T/select_billiards/example89,False,completed,641,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:56:08
M&T/select_billiards/example90,False,completed,642,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:56:09
M&T/select_billiards/example91,False,completed,643,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:56:11
M&T/select_billiards/example92,False,completed,644,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:56:12
M&T/select_billiards/example93,True,completed,645,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:13
M&T/select_billiards/example95,False,completed,647,C1_qwen_guided_condition_failure,True,,"step0:ambiguous_component:5=>['solid_5', 'striped_15']",pick>insert,2026-05-28 09:56:14
M&T/select_billiards/example96,True,completed,648,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:16
M&T/select_billiards/example97,False,completed,649,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:hole_1,pick>place,2026-05-28 09:56:17
M&T/select_billiards/example99,False,completed,651,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:56:18
M&T/select_book/example1,True,completed,653,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:20
M&T/select_book/example3,False,completed,655,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,2026-05-28 09:56:21
M&T/select_book/example5,True,completed,656,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:23
M&T/select_book/example6,False,completed,657,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:56:25
M&T/select_book/example10,True,completed,661,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:26
M&T/select_book/example11,False,completed,662,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,2026-05-28 09:56:28
M&T/select_book/example12,True,completed,663,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:30
M&T/select_book/example15,True,completed,665,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:31
M&T/select_book/example17,True,completed,667,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:33
M&T/select_book/example28,True,completed,672,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:35
M&T/select_book/example30,True,completed,674,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:36
M&T/select_book/example35,True,completed,679,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:38
M&T/select_book/example37,False,completed,681,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,2026-05-28 09:56:39
M&T/select_book/example42,True,completed,684,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:41
M&T/select_book/example45,True,completed,686,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:43
M&T/select_book/example46,True,completed,687,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:45
M&T/select_book/example56,True,completed,690,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:47
M&T/select_book/example59,True,completed,692,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:49
M&T/select_book/example61,True,completed,694,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:52
M&T/select_book/example65,True,completed,697,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:54
M&T/select_book/example73,True,completed,702,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:56
M&T/select_book/example77,True,completed,705,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:56:58
M&T/select_book/example78,True,completed,706,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:00
M&T/select_book/example79,True,completed,707,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:02
M&T/select_book/example80,True,completed,708,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:04
M&T/select_book/example83,True,completed,711,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:07
M&T/select_book/example90,True,completed,715,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:09
M&T/select_book/example94,True,completed,719,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:11
M&T/select_book/example96,False,completed,721,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:fundamentals_of_molecular_biology,pick>place,2026-05-28 09:57:13
M&T/select_book/example97,True,completed,722,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:15
M&T/select_book/example99,True,completed,724,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:17
M&T/select_chemistry_tube/example0,True,completed,725,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:19
M&T/select_chemistry_tube/example7,False,completed,731,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:robot_gripper,pick>place,2026-05-28 09:57:21
M&T/select_chemistry_tube/example14,True,completed,738,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:22
M&T/select_chemistry_tube/example15,True,completed,739,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:24
M&T/select_chemistry_tube/example27,False,completed,751,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:empty_tube_stand_slot,pick>place,2026-05-28 09:57:25
M&T/select_chemistry_tube/example40,True,completed,764,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:27
M&T/select_chemistry_tube/example45,True,completed,769,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:28
M&T/select_chemistry_tube/example55,True,completed,778,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:30
M&T/select_chemistry_tube/example65,True,completed,788,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:32
M&T/select_chemistry_tube/example69,False,completed,791,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:robot_hand,pick>place,2026-05-28 09:57:33
M&T/select_chemistry_tube/example70,True,completed,792,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:34
M&T/select_chemistry_tube/example71,True,completed,793,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:36
M&T/select_chemistry_tube/example75,True,completed,796,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:37
M&T/select_chemistry_tube/example76,False,completed,797,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:6,pick>place,2026-05-28 09:57:40
M&T/select_chemistry_tube/example79,True,completed,800,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:41
M&T/select_chemistry_tube/example96,True,completed,816,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:43
M&T/select_drink/example0,True,completed,818,C1_qwen_guided_condition_failure,True,,,pull,2026-05-28 09:57:45
M&T/select_chemistry_tube/example99,True,completed,819,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:57:46
M&T/select_drink/example3,True,completed,821,C1_qwen_guided_condition_failure,True,,,pull>pick>place,2026-05-28 09:57:48
M&T/select_drink/example7,True,completed,822,C1_qwen_guided_condition_failure,True,,,pull>pick>place,2026-05-28 09:57:50
M&T/select_drink/example8,False,completed,823,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:faragello_gold,pull>pick>place,2026-05-28 09:57:52
M&T/select_drink/example25,False,completed,829,C1_qwen_guided_condition_failure,True,,step1:unmapped_component:sprite,pull>pick>place,2026-05-28 09:57:53
M&T/select_drink/example31,True,completed,833,C1_qwen_guided_condition_failure,True,,,pull>pick>place,2026-05-28 09:57:55
M&T/select_drink/example39,True,completed,836,C1_qwen_guided_condition_failure,True,,,pull>pick>place,2026-05-28 09:57:57
M&T/select_drink/example46,True,completed,840,C1_qwen_guided_condition_failure,True,,,pull,2026-05-28 09:57:58
M&T/select_drink/example52,True,completed,844,C1_qwen_guided_condition_failure,True,,,pull,2026-05-28 09:58:00
M&T/select_drink/example55,True,completed,845,C1_qwen_guided_condition_failure,True,,,pull>pick>place,2026-05-28 09:58:02
M&T/select_drink/example67,True,completed,850,C1_qwen_guided_condition_failure,True,,,pull,2026-05-28 09:58:04
M&T/select_drink/example69,True,completed,852,C1_qwen_guided_condition_failure,True,,,pull>pick>place,2026-05-28 09:58:05
M&T/select_fruit/example1,True,completed,864,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:07
M&T/select_fruit/example2,True,completed,865,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:09
M&T/select_fruit/example5,True,completed,868,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:11
M&T/select_fruit/example7,True,completed,870,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:13
M&T/select_fruit/example8,True,completed,871,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:15
M&T/select_fruit/example9,True,completed,872,C1_qwen_guided_condition_failure,True,,,place,2026-05-28 09:58:16
M&T/select_fruit/example12,True,completed,875,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:18
M&T/select_fruit/example15,True,completed,878,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:19
M&T/select_fruit/example18,True,completed,881,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:21
M&T/select_fruit/example20,False,completed,883,C1_qwen_guided_condition_failure,True,,step0:unmapped_component:5,pick>place,2026-05-28 09:58:23
M&T/select_fruit/example23,True,completed,886,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:24
M&T/select_fruit/example28,True,completed,891,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:27
M&T/select_fruit/example29,True,completed,892,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:28
M&T/select_fruit/example31,True,completed,894,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:30
M&T/select_fruit/example35,True,completed,897,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:32
M&T/select_fruit/example42,True,completed,903,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:34
M&T/select_fruit/example47,True,completed,908,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:35
M&T/select_fruit/example50,True,completed,911,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:37
M&T/select_fruit/example51,True,completed,912,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:39
M&T/select_fruit/example54,True,completed,915,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:41
M&T/select_fruit/example57,True,completed,918,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:43
M&T/select_fruit/example60,True,completed,921,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:45
M&T/select_fruit/example81,True,completed,942,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:46
M&T/select_fruit/example84,True,completed,945,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:48
M&T/select_fruit/example91,True,completed,952,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:50
M&T/select_fruit/example93,True,completed,954,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:52
M&T/select_fruit/example95,True,completed,956,C1_qwen_guided_condition_failure,True,,,pick>place,2026-05-28 09:58:54
M&T/select_poker/example1,True,completed,961,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:58:56
M&T/select_poker/example2,True,completed,962,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:58:58
M&T/select_poker/example3,True,completed,963,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:00
M&T/select_poker/example4,True,completed,964,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 09:59:03
M&T/select_poker/example5,True,completed,965,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:05
M&T/select_poker/example6,True,completed,966,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 09:59:08
M&T/select_poker/example7,False,completed,967,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:10
M&T/select_poker/example8,True,completed,968,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:12
M&T/select_poker/example9,False,completed,969,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:13
M&T/select_poker/example10,True,completed,970,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:15
M&T/select_poker/example11,False,completed,971,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:16
M&T/select_poker/example12,False,completed,972,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:18
M&T/select_poker/example13,True,completed,973,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:19
M&T/select_poker/example14,False,completed,974,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:20
M&T/select_poker/example15,False,completed,975,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:22
M&T/select_poker/example16,True,completed,976,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:23
M&T/select_poker/example17,True,completed,977,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:25
M&T/select_poker/example18,False,completed,978,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:26
M&T/select_poker/example19,True,completed,979,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:27
M&T/select_poker/example20,False,completed,980,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:28
M&T/select_poker/example21,False,completed,981,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:30
M&T/select_poker/example22,True,completed,982,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:31
M&T/select_poker/example23,False,completed,983,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:32
M&T/select_poker/example24,False,completed,984,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:34
M&T/select_poker/example25,True,completed,985,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 09:59:36
M&T/select_poker/example26,False,completed,986,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:38
M&T/select_poker/example27,True,completed,987,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:39
M&T/select_poker/example28,True,completed,988,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 09:59:41
M&T/select_poker/example29,True,completed,989,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 09:59:43
M&T/select_poker/example31,True,completed,991,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:45
M&T/select_poker/example32,True,completed,992,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:47
M&T/select_poker/example33,True,completed,993,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 09:59:49
M&T/select_poker/example34,False,completed,994,C2_qwen_conversion_failure,False,,sequence_missing_or_empty,,2026-05-28 09:59:51
M&T/select_poker/example35,True,completed,995,C2_qwen_conversion_failure,True,,,pick,2026-05-28 09:59:53
M&T/select_poker/example36,True,completed,996,C1_qwen_guided_condition_failure,True,,,pick,2026-05-28 09:59:56
