ablation_index,sample_id,track_c_status,SR_success,SR_status,NF_success,NF_status,R1_success,R1_status,R2_success,R2_status,R3_success,R3_status,R4_success,R4_status
107,Semantic/select_chemistry_tube_semantic/example5,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
108,Semantic/select_chemistry_tube_semantic/example78,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
109,Semantic/select_drink_semantic/example13,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
110,Semantic/select_drink_semantic/example42,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
111,Semantic/select_drink_semantic/example55,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
112,Semantic/select_drink_semantic/example64,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
113,Semantic/select_drink_semantic/example70,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C1_qwen_guided_condition_failure
114,Semantic/select_drink_semantic/example93,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure
115,Semantic/select_drink_semantic/example95,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
116,Semantic/select_fruit_semantic/example37,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
117,Semantic/select_poker_semantic/example12,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
118,Semantic/select_poker_semantic/example16,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
119,Semantic/select_poker_semantic/example18,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
120,Semantic/select_poker_semantic/example36,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
121,Semantic/select_poker_semantic/example46,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
122,Semantic/select_poker_semantic/example47,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
123,Semantic/select_poker_semantic/example62,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
124,Semantic/select_poker_semantic/example65,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
125,Semantic/select_poker_semantic/example70,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
126,Semantic/select_poker_semantic/example72,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
127,Semantic/select_poker_semantic/example73,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C1_qwen_guided_condition_failure
128,Semantic/select_poker_semantic/example82,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
129,Semantic/select_poker_semantic/example83,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
130,Semantic/select_poker_semantic/example91,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
131,Semantic/select_poker_semantic/example92,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
132,Semantic/select_toy_semantic/example42,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,True,C0_qwen_guided_success
133,Semantic/select_toy_semantic/example84,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,False,C3_entity_mapping_failure,False,C1_qwen_guided_condition_failure
134,Semantic/select_toy_semantic/example91,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
135,Spatial/insert_bloom_flower/example29,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
136,Spatial/insert_bloom_flower/example39,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
137,Spatial/insert_bloom_flower/example40,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure
138,Spatial/insert_bloom_flower/example60,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
139,Spatial/insert_bloom_flower/example68,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success
140,Spatial/select_billiards_spatial/example1,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
141,Spatial/select_billiards_spatial/example28,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
142,Spatial/select_billiards_spatial/example4,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
143,Spatial/select_billiards_spatial/example44,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
144,Spatial/select_billiards_spatial/example50,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
145,Spatial/select_billiards_spatial/example85,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
146,Spatial/select_billiards_spatial/example89,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
147,Spatial/select_book_spatial/example0,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
148,Spatial/select_book_spatial/example13,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
149,Spatial/select_book_spatial/example24,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
150,Spatial/select_book_spatial/example30,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
151,Spatial/select_book_spatial/example33,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
152,Spatial/select_book_spatial/example34,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
153,Spatial/select_book_spatial/example47,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success
154,Spatial/select_book_spatial/example59,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C1_qwen_guided_condition_failure
155,Spatial/select_book_spatial/example61,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
156,Spatial/select_book_spatial/example72,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure
157,Spatial/select_book_spatial/example8,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
158,Spatial/select_book_spatial/example81,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
159,Spatial/select_book_spatial/example85,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
160,Spatial/select_book_spatial/example89,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
161,Spatial/select_chemistry_tube_spatial/example14,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
162,Spatial/select_chemistry_tube_spatial/example16,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
163,Spatial/select_chemistry_tube_spatial/example20,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C2_qwen_conversion_failure
164,Spatial/select_chemistry_tube_spatial/example24,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
165,Spatial/select_chemistry_tube_spatial/example26,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C1_qwen_guided_condition_failure
166,Spatial/select_chemistry_tube_spatial/example29,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
167,Spatial/select_chemistry_tube_spatial/example31,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C1_qwen_guided_condition_failure
168,Spatial/select_chemistry_tube_spatial/example33,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
169,Spatial/select_chemistry_tube_spatial/example35,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure
170,Spatial/select_chemistry_tube_spatial/example38,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
171,Spatial/select_chemistry_tube_spatial/example45,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure
172,Spatial/select_chemistry_tube_spatial/example52,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
173,Spatial/select_chemistry_tube_spatial/example53,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
174,Spatial/select_chemistry_tube_spatial/example55,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
175,Spatial/select_chemistry_tube_spatial/example60,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
176,Spatial/select_chemistry_tube_spatial/example63,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
177,Spatial/select_chemistry_tube_spatial/example64,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
178,Spatial/select_chemistry_tube_spatial/example68,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure
179,Spatial/select_chemistry_tube_spatial/example70,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
180,Spatial/select_chemistry_tube_spatial/example79,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
181,Spatial/select_chemistry_tube_spatial/example80,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
182,Spatial/select_chemistry_tube_spatial/example82,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
183,Spatial/select_chemistry_tube_spatial/example94,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
184,Spatial/select_chemistry_tube_spatial/example97,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
185,Spatial/select_poker_spatial/example10,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
186,Spatial/select_poker_spatial/example18,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
187,Spatial/select_poker_spatial/example2,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
188,Spatial/select_poker_spatial/example33,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
189,Spatial/select_poker_spatial/example40,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C3_entity_mapping_failure
190,Spatial/select_poker_spatial/example49,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
191,Spatial/select_poker_spatial/example66,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
192,Spatial/select_poker_spatial/example79,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure
193,Spatial/select_poker_spatial/example8,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
194,Spatial/select_poker_spatial/example89,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
195,Spatial/select_poker_spatial/example93,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
196,Spatial/select_poker_spatial/example97,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure
197,Spatial/select_poker_spatial/example98,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,True,C0_qwen_guided_success,False,C1_qwen_guided_condition_failure
198,Spatial/select_toy_spatial/example13,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
199,Spatial/select_toy_spatial/example14,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
200,Spatial/select_toy_spatial/example23,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
201,Spatial/select_toy_spatial/example3,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
202,Spatial/select_toy_spatial/example33,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
203,Spatial/select_toy_spatial/example34,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
204,Spatial/select_toy_spatial/example35,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
205,Spatial/select_toy_spatial/example42,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C2_qwen_conversion_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
206,Spatial/select_toy_spatial/example44,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
207,Spatial/select_toy_spatial/example51,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C1_qwen_guided_condition_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure,False,C3_entity_mapping_failure
