ablation_index,sample_id,track_c_status,variant,schema_valid,parse_error,conversion_ok,conversion_errors,skill_sequence,status,updated_at
202,Spatial/select_toy_spatial/example33,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest giftbox on the left,pick>place,completed,2026-06-01 15:22:34
203,Spatial/select_toy_spatial/example34,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:giftbox_0,pick>place,completed,2026-06-01 15:22:36
204,Spatial/select_toy_spatial/example35,C1_qwen_guided_condition_failure,R4,True,,False,"step1:ambiguous_component:giftbox=>['target_giftbox_seen', 'another_giftbox_seen']",pick>place,completed,2026-06-01 15:22:37
205,Spatial/select_toy_spatial/example42,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest giftbox on the right,pick>place,completed,2026-06-01 15:22:39
206,Spatial/select_toy_spatial/example44,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:nearest_giftbox_on_left,pick>place,completed,2026-06-01 15:22:40
207,Spatial/select_toy_spatial/example51,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:nearest_giftbox_on_left,pick>place,completed,2026-06-01 15:22:42
208,Spatial/select_toy_spatial/example52,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest giftbox on the right,pick>place,completed,2026-06-01 15:22:44
209,Spatial/select_toy_spatial/example53,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:giftbox_1,pick>place,completed,2026-06-01 15:22:46
210,Spatial/select_toy_spatial/example55,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-06-01 15:22:47
211,Spatial/select_toy_spatial/example58,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest_giftbox_on_left,pick>place,completed,2026-06-01 15:22:49
212,Spatial/select_toy_spatial/example61,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:nearest_giftbox_on_right,pick>place,completed,2026-06-01 15:22:51
213,Spatial/select_toy_spatial/example70,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:nearest_giftbox_on_left,pick>place,completed,2026-06-01 15:22:53
214,Spatial/select_toy_spatial/example72,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:22:54
215,Spatial/select_toy_spatial/example75,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-06-01 15:22:56
216,Spatial/select_toy_spatial/example78,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:nearest_giftbox_on_right,pick>place,completed,2026-06-01 15:22:58
217,Spatial/select_toy_spatial/example81,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest_giftbox_on_right,pick>place,completed,2026-06-01 15:23:00
218,Spatial/select_toy_spatial/example85,C1_qwen_guided_condition_failure,R4,True,,True,,pick>place,completed,2026-06-01 15:23:01
219,Spatial/select_toy_spatial/example86,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:nearest_giftbox_on_right,pick>place,completed,2026-06-01 15:23:03
220,Spatial/select_toy_spatial/example98,C1_qwen_guided_condition_failure,R4,True,,False,step1:unmapped_component:farthest_giftbox_on_the_left,pick>place,completed,2026-06-01 15:23:05
221,CommenSence/select_billiards_common_sense/example24,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:07
222,CommenSence/select_billiards_common_sense/example60,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:08
223,CommenSence/select_nth_largest_poker/example3,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:10
224,CommenSence/select_nth_largest_poker/example35,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:12
225,CommenSence/select_nth_largest_poker/example77,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:14
226,CommenSence/select_nth_largest_poker/example89,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:16
227,M&T/select_billiards/example13,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:17
228,M&T/select_billiards/example21,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:18
229,M&T/select_billiards/example41,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:20
230,M&T/select_billiards/example49,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:21
231,M&T/select_billiards/example53,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:22
232,M&T/select_billiards/example92,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:23
233,M&T/select_poker/example10,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:24
234,M&T/select_poker/example11,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:25
235,M&T/select_poker/example13,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:27
236,M&T/select_poker/example15,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:28
237,M&T/select_poker/example18,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:29
238,M&T/select_poker/example27,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:31
239,M&T/select_poker/example31,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:32
240,M&T/select_poker/example42,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:35
241,M&T/select_poker/example46,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:36
242,M&T/select_poker/example50,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:38
243,M&T/select_poker/example51,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:40
244,M&T/select_poker/example61,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:42
245,M&T/select_poker/example67,C2_qwen_conversion_failure,R4,True,,True,,pick,completed,2026-06-01 15:23:44
246,M&T/select_poker/example75,C2_qwen_conversion_failure,R4,True,,True,,pick,completed,2026-06-01 15:23:46
247,M&T/select_poker/example76,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:47
248,M&T/select_poker/example81,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:49
249,M&T/select_poker/example86,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:51
250,M&T/select_poker/example89,C2_qwen_conversion_failure,R4,True,,True,,pick,completed,2026-06-01 15:23:53
251,M&T/select_poker/example90,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:54
252,M&T/select_poker/example91,C2_qwen_conversion_failure,R4,True,,True,,pick,completed,2026-06-01 15:23:55
253,M&T/select_poker/example92,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:23:57
254,M&T/select_poker/example93,C2_qwen_conversion_failure,R4,True,,True,,pick,completed,2026-06-01 15:23:58
255,M&T/select_poker/example96,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:00
256,PhysicsLaw/density_qa/example62,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:01
257,PhysicsLaw/density_qa/example72,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:02
258,PhysicsLaw/density_qa/example78,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:03
259,PhysicsLaw/density_qa/example82,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:04
260,PhysicsLaw/friction_qa/example56,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:05
261,PhysicsLaw/friction_qa/example72,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:07
262,PhysicsLaw/friction_qa/example77,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:08
263,PhysicsLaw/speed_of_sound_qa/example51,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:09
264,PhysicsLaw/speed_of_sound_qa/example80,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:11
265,PhysicsLaw/speed_of_sound_qa/example86,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:12
266,PhysicsLaw/speed_of_sound_qa/example91,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:14
267,PhysicsLaw/speed_of_sound_qa/example99,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:15
268,Semantic/select_book_semantic/example84,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:16
269,Semantic/select_drink_semantic/example47,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:17
270,Semantic/select_poker_semantic/example21,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:19
271,Semantic/select_poker_semantic/example23,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:21
272,Semantic/select_poker_semantic/example25,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:23
273,Semantic/select_poker_semantic/example35,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:25
274,Semantic/select_poker_semantic/example5,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:26
275,Semantic/select_poker_semantic/example52,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:28
276,Semantic/select_poker_semantic/example53,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:30
277,Semantic/select_poker_semantic/example67,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:32
278,Semantic/select_poker_semantic/example77,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:35
279,Semantic/select_poker_semantic/example97,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:37
280,Semantic/select_toy_semantic/example51,C2_qwen_conversion_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:39
281,M&T/select_billiards/example62,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:hole_0,pick>place,completed,2026-06-01 15:24:41
282,Spatial/select_billiards_spatial/example0,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-06-01 15:24:43
283,Spatial/select_billiards_spatial/example11,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-06-01 15:24:45
284,Spatial/select_billiards_spatial/example14,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-06-01 15:24:47
285,Spatial/select_billiards_spatial/example19,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-06-01 15:24:49
286,Spatial/select_billiards_spatial/example27,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-06-01 15:24:51
287,Spatial/select_billiards_spatial/example38,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-06-01 15:24:53
288,Spatial/select_billiards_spatial/example51,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-06-01 15:24:56
289,Spatial/select_billiards_spatial/example53,C3_entity_mapping_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:24:58
290,Spatial/select_billiards_spatial/example57,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:right_2,pick>place,completed,2026-06-01 15:25:00
291,Spatial/select_billiards_spatial/example61,C3_entity_mapping_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:25:01
292,Spatial/select_billiards_spatial/example63,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-06-01 15:25:03
293,Spatial/select_billiards_spatial/example64,C3_entity_mapping_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:25:05
294,Spatial/select_billiards_spatial/example66,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:container_right_2,pick>place,completed,2026-06-01 15:25:07
295,Spatial/select_billiards_spatial/example70,C3_entity_mapping_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:25:08
296,Spatial/select_billiards_spatial/example73,C3_entity_mapping_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:25:09
297,Spatial/select_billiards_spatial/example74,C3_entity_mapping_failure,R4,True,,False,step1:unmapped_component:container_right_1,pick>place,completed,2026-06-01 15:25:10
298,Spatial/select_billiards_spatial/example88,C3_entity_mapping_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:25:12
299,Spatial/select_billiards_spatial/example92,C3_entity_mapping_failure,R4,False,,False,sequence_missing_or_empty,,completed,2026-06-01 15:25:13
300,Semantic/select_poker_semantic/example49,C4_unsupported_qwen_skill,R4,True,,True,,push,completed,2026-06-01 15:25:14
