sample_id,category,task,example,conversion_ok,conversion_errors,skill_sequence,action_count
CommenSence/select_nth_largest_poker/example94,CommenSence,select_nth_largest_poker,example94,True,,pick>place,2
CommenSence/select_nth_largest_poker/example93,CommenSence,select_nth_largest_poker,example93,True,,pick>place,2
CommenSence/select_nth_largest_poker/example95,CommenSence,select_nth_largest_poker,example95,True,,pick>place,2
CommenSence/select_nth_largest_poker/example96,CommenSence,select_nth_largest_poker,example96,True,,pick>place,2
CommenSence/select_nth_largest_poker/example97,CommenSence,select_nth_largest_poker,example97,True,,pick>place,2
CommenSence/select_nth_largest_poker/example98,CommenSence,select_nth_largest_poker,example98,True,,pick>place,2
CommenSence/select_nth_largest_poker/example99,CommenSence,select_nth_largest_poker,example99,False,sequence_missing_or_empty,,0
CommenSence/select_toy_common_sense/example0,CommenSence,select_toy_common_sense,example0,True,,pick>place,2
CommenSence/select_toy_common_sense/example2,CommenSence,select_toy_common_sense,example2,True,,pick>place,2
CommenSence/select_toy_common_sense/example4,CommenSence,select_toy_common_sense,example4,True,,pick>place,2
CommenSence/select_toy_common_sense/example5,CommenSence,select_toy_common_sense,example5,True,,pick>place,2
CommenSence/select_toy_common_sense/example7,CommenSence,select_toy_common_sense,example7,True,,pick>place,2
CommenSence/select_toy_common_sense/example8,CommenSence,select_toy_common_sense,example8,True,,pick>place,2
CommenSence/select_toy_common_sense/example9,CommenSence,select_toy_common_sense,example9,True,,pick>place,2
CommenSence/select_toy_common_sense/example10,CommenSence,select_toy_common_sense,example10,True,,pick>place,2
CommenSence/select_toy_common_sense/example11,CommenSence,select_toy_common_sense,example11,True,,pick>place,2
CommenSence/select_toy_common_sense/example12,CommenSence,select_toy_common_sense,example12,True,,pick>place,2
CommenSence/select_toy_common_sense/example13,CommenSence,select_toy_common_sense,example13,True,,pick>place,2
CommenSence/select_toy_common_sense/example14,CommenSence,select_toy_common_sense,example14,True,,pick>place,2
CommenSence/select_toy_common_sense/example16,CommenSence,select_toy_common_sense,example16,True,,pick>place,2
CommenSence/select_toy_common_sense/example19,CommenSence,select_toy_common_sense,example19,True,,pick>place,2
CommenSence/select_toy_common_sense/example20,CommenSence,select_toy_common_sense,example20,True,,pick>place,2
CommenSence/select_toy_common_sense/example22,CommenSence,select_toy_common_sense,example22,True,,pick>place,2
CommenSence/select_toy_common_sense/example23,CommenSence,select_toy_common_sense,example23,True,,pick>place,2
CommenSence/select_toy_common_sense/example24,CommenSence,select_toy_common_sense,example24,True,,pick>place,2
CommenSence/select_toy_common_sense/example25,CommenSence,select_toy_common_sense,example25,True,,pick>place,2
CommenSence/select_toy_common_sense/example27,CommenSence,select_toy_common_sense,example27,True,,pick>place,2
CommenSence/select_toy_common_sense/example28,CommenSence,select_toy_common_sense,example28,True,,pick>place,2
CommenSence/select_toy_common_sense/example30,CommenSence,select_toy_common_sense,example30,True,,pick>place,2
CommenSence/select_toy_common_sense/example31,CommenSence,select_toy_common_sense,example31,True,,pick>place,2
CommenSence/select_toy_common_sense/example32,CommenSence,select_toy_common_sense,example32,True,,pick>place,2
CommenSence/select_toy_common_sense/example35,CommenSence,select_toy_common_sense,example35,True,,pick>place,2
CommenSence/select_toy_common_sense/example36,CommenSence,select_toy_common_sense,example36,True,,pick>place,2
CommenSence/select_toy_common_sense/example37,CommenSence,select_toy_common_sense,example37,True,,pick>place,2
CommenSence/select_toy_common_sense/example38,CommenSence,select_toy_common_sense,example38,True,,pick>place,2
CommenSence/select_toy_common_sense/example40,CommenSence,select_toy_common_sense,example40,True,,pick>place,2
CommenSence/select_toy_common_sense/example41,CommenSence,select_toy_common_sense,example41,True,,pick>place,2
CommenSence/select_toy_common_sense/example42,CommenSence,select_toy_common_sense,example42,True,,pick>place,2
CommenSence/select_toy_common_sense/example44,CommenSence,select_toy_common_sense,example44,True,,pick>place,2
CommenSence/select_toy_common_sense/example45,CommenSence,select_toy_common_sense,example45,True,,pick>place,2
CommenSence/select_toy_common_sense/example47,CommenSence,select_toy_common_sense,example47,True,,pick>place,2
CommenSence/select_toy_common_sense/example48,CommenSence,select_toy_common_sense,example48,True,,pick>place,2
CommenSence/select_toy_common_sense/example49,CommenSence,select_toy_common_sense,example49,True,,pick>place,2
CommenSence/select_toy_common_sense/example50,CommenSence,select_toy_common_sense,example50,True,,pick>place,2
CommenSence/select_toy_common_sense/example51,CommenSence,select_toy_common_sense,example51,True,,pick>place,2
CommenSence/select_toy_common_sense/example52,CommenSence,select_toy_common_sense,example52,True,,pick>place,2
CommenSence/select_toy_common_sense/example53,CommenSence,select_toy_common_sense,example53,True,,pick>place,2
CommenSence/select_toy_common_sense/example55,CommenSence,select_toy_common_sense,example55,True,,pick>place,2
CommenSence/select_toy_common_sense/example56,CommenSence,select_toy_common_sense,example56,True,,pick>place,2
CommenSence/select_toy_common_sense/example57,CommenSence,select_toy_common_sense,example57,True,,pick>place,2
CommenSence/select_toy_common_sense/example59,CommenSence,select_toy_common_sense,example59,True,,pick>place,2
CommenSence/select_toy_common_sense/example60,CommenSence,select_toy_common_sense,example60,True,,pick>place,2
CommenSence/select_toy_common_sense/example62,CommenSence,select_toy_common_sense,example62,True,,pick>place,2
CommenSence/select_toy_common_sense/example63,CommenSence,select_toy_common_sense,example63,True,,pick>place,2
CommenSence/select_toy_common_sense/example64,CommenSence,select_toy_common_sense,example64,True,,pick>place,2
CommenSence/select_toy_common_sense/example65,CommenSence,select_toy_common_sense,example65,True,,pick>place,2
CommenSence/select_toy_common_sense/example68,CommenSence,select_toy_common_sense,example68,True,,pick>place,2
CommenSence/select_toy_common_sense/example69,CommenSence,select_toy_common_sense,example69,True,,pick>place,2
CommenSence/select_toy_common_sense/example70,CommenSence,select_toy_common_sense,example70,True,,pick>place,2
CommenSence/select_toy_common_sense/example71,CommenSence,select_toy_common_sense,example71,True,,pick>place,2
CommenSence/select_toy_common_sense/example72,CommenSence,select_toy_common_sense,example72,True,,pick>place,2
CommenSence/select_toy_common_sense/example73,CommenSence,select_toy_common_sense,example73,True,,pick>place,2
CommenSence/select_toy_common_sense/example74,CommenSence,select_toy_common_sense,example74,True,,pick>place,2
CommenSence/select_toy_common_sense/example75,CommenSence,select_toy_common_sense,example75,True,,pick>place,2
CommenSence/select_toy_common_sense/example76,CommenSence,select_toy_common_sense,example76,True,,pick>place,2
CommenSence/select_toy_common_sense/example77,CommenSence,select_toy_common_sense,example77,True,,pick>place,2
CommenSence/select_toy_common_sense/example78,CommenSence,select_toy_common_sense,example78,True,,pick>place,2
CommenSence/select_toy_common_sense/example79,CommenSence,select_toy_common_sense,example79,True,,pick>place,2
CommenSence/select_toy_common_sense/example80,CommenSence,select_toy_common_sense,example80,True,,pick>place,2
CommenSence/select_toy_common_sense/example81,CommenSence,select_toy_common_sense,example81,True,,pick>place,2
CommenSence/select_toy_common_sense/example83,CommenSence,select_toy_common_sense,example83,True,,pick>place,2
CommenSence/select_toy_common_sense/example84,CommenSence,select_toy_common_sense,example84,True,,pick>place,2
CommenSence/select_toy_common_sense/example85,CommenSence,select_toy_common_sense,example85,True,,pick>place,2
CommenSence/select_toy_common_sense/example86,CommenSence,select_toy_common_sense,example86,True,,pick>place,2
CommenSence/select_toy_common_sense/example91,CommenSence,select_toy_common_sense,example91,True,,pick>place,2
CommenSence/select_toy_common_sense/example92,CommenSence,select_toy_common_sense,example92,True,,pick>place,2
CommenSence/select_toy_common_sense/example93,CommenSence,select_toy_common_sense,example93,True,,pick>place,2
CommenSence/select_toy_common_sense/example94,CommenSence,select_toy_common_sense,example94,True,,pick>place,2
CommenSence/select_toy_common_sense/example97,CommenSence,select_toy_common_sense,example97,True,,pick>place,2
CommenSence/select_toy_common_sense/example98,CommenSence,select_toy_common_sense,example98,True,,pick>place,2
CommenSence/select_toy_common_sense/example99,CommenSence,select_toy_common_sense,example99,True,,pick>place,2
M&T/add_condiment/example54,M&T,add_condiment,example54,True,,pick>place,2
M&T/insert_flower/example1,M&T,insert_flower,example1,True,,pick>place,2
M&T/insert_flower/example8,M&T,insert_flower,example8,True,,pick>place,2
M&T/insert_flower/example14,M&T,insert_flower,example14,True,,pick>place,2
M&T/insert_flower/example19,M&T,insert_flower,example19,True,,pick>place,2
M&T/insert_flower/example24,M&T,insert_flower,example24,True,,pick>place,2
M&T/insert_flower/example28,M&T,insert_flower,example28,True,,pick>place,2
M&T/insert_flower/example29,M&T,insert_flower,example29,True,,pick>place,2
M&T/insert_flower/example33,M&T,insert_flower,example33,True,,pick>place,2
M&T/insert_flower/example45,M&T,insert_flower,example45,True,,pick>place,2
M&T/insert_flower/example46,M&T,insert_flower,example46,True,,pick>place,2
M&T/insert_flower/example47,M&T,insert_flower,example47,True,,pick>place,2
M&T/insert_flower/example50,M&T,insert_flower,example50,True,,pick>place,2
M&T/insert_flower/example51,M&T,insert_flower,example51,True,,pick>place,2
M&T/insert_flower/example55,M&T,insert_flower,example55,True,,pick>place,2
M&T/insert_flower/example63,M&T,insert_flower,example63,True,,pick>place,2
M&T/insert_flower/example64,M&T,insert_flower,example64,True,,pick>place,2
M&T/insert_flower/example66,M&T,insert_flower,example66,True,,pick>place,2
M&T/insert_flower/example67,M&T,insert_flower,example67,True,,pick>place,2
M&T/insert_flower/example69,M&T,insert_flower,example69,True,,pick>place,2
M&T/insert_flower/example70,M&T,insert_flower,example70,True,,pick>place,2
M&T/insert_flower/example72,M&T,insert_flower,example72,True,,pick>place,2
M&T/insert_flower/example80,M&T,insert_flower,example80,True,,pick>place,2
M&T/insert_flower/example81,M&T,insert_flower,example81,True,,pick>place,2
M&T/insert_flower/example82,M&T,insert_flower,example82,True,,pick>place,2
M&T/insert_flower/example84,M&T,insert_flower,example84,True,,pick>place,2
M&T/insert_flower/example85,M&T,insert_flower,example85,True,,pick>place,2
M&T/insert_flower/example86,M&T,insert_flower,example86,True,,pick>place,2
M&T/insert_flower/example88,M&T,insert_flower,example88,True,,pick>place,2
M&T/insert_flower/example90,M&T,insert_flower,example90,True,,pick>place,2
M&T/insert_flower/example93,M&T,insert_flower,example93,True,,pick>place,2
M&T/insert_flower/example99,M&T,insert_flower,example99,True,,pick>place,2
M&T/select_billiards/example0,M&T,select_billiards,example0,True,,pick>place,2
M&T/select_billiards/example1,M&T,select_billiards,example1,True,,pick>place,2
M&T/select_billiards/example2,M&T,select_billiards,example2,True,,pick>place,2
M&T/select_billiards/example3,M&T,select_billiards,example3,True,,pick>place,2
M&T/select_billiards/example4,M&T,select_billiards,example4,True,,pick>place,2
M&T/select_billiards/example5,M&T,select_billiards,example5,True,,pick>place,2
M&T/select_billiards/example6,M&T,select_billiards,example6,True,,pick>place,2
M&T/select_billiards/example7,M&T,select_billiards,example7,True,,pick>place,2
M&T/select_billiards/example8,M&T,select_billiards,example8,True,,pick>place,2
M&T/select_billiards/example9,M&T,select_billiards,example9,True,,pick>place,2
M&T/select_billiards/example10,M&T,select_billiards,example10,True,,pick>place,2
M&T/select_billiards/example11,M&T,select_billiards,example11,False,sequence_missing_or_empty,,0
M&T/select_billiards/example12,M&T,select_billiards,example12,False,sequence_missing_or_empty,,0
M&T/select_billiards/example13,M&T,select_billiards,example13,False,sequence_missing_or_empty,,0
M&T/select_billiards/example14,M&T,select_billiards,example14,False,sequence_missing_or_empty,,0
M&T/select_billiards/example15,M&T,select_billiards,example15,True,,pick>place,2
M&T/select_billiards/example16,M&T,select_billiards,example16,False,sequence_missing_or_empty,,0
M&T/select_billiards/example17,M&T,select_billiards,example17,True,,pick>place,2
M&T/select_billiards/example18,M&T,select_billiards,example18,True,,pick>place,2
M&T/select_billiards/example19,M&T,select_billiards,example19,True,,pick>place,2
M&T/select_billiards/example20,M&T,select_billiards,example20,True,,pick>place,2
M&T/select_billiards/example21,M&T,select_billiards,example21,False,sequence_missing_or_empty,,0
M&T/select_billiards/example22,M&T,select_billiards,example22,True,,pick>place,2
M&T/select_billiards/example23,M&T,select_billiards,example23,False,sequence_missing_or_empty,,0
M&T/select_billiards/example24,M&T,select_billiards,example24,True,,pick>place,2
M&T/select_billiards/example25,M&T,select_billiards,example25,True,,pick>place,2
M&T/select_billiards/example26,M&T,select_billiards,example26,True,,pick>place,2
M&T/select_billiards/example27,M&T,select_billiards,example27,True,,pick>place,2
M&T/select_billiards/example28,M&T,select_billiards,example28,False,sequence_missing_or_empty,,0
M&T/select_billiards/example29,M&T,select_billiards,example29,True,,pick>place,2
M&T/select_billiards/example30,M&T,select_billiards,example30,False,sequence_missing_or_empty,,0
M&T/select_billiards/example31,M&T,select_billiards,example31,True,,pick>place,2
M&T/select_billiards/example32,M&T,select_billiards,example32,True,,pick>place,2
M&T/select_billiards/example33,M&T,select_billiards,example33,True,,pick>place,2
M&T/select_billiards/example34,M&T,select_billiards,example34,False,sequence_missing_or_empty,,0
M&T/select_billiards/example35,M&T,select_billiards,example35,True,,pick>place,2
M&T/select_billiards/example36,M&T,select_billiards,example36,True,,pick>place,2
M&T/select_billiards/example37,M&T,select_billiards,example37,False,sequence_missing_or_empty,,0
M&T/select_billiards/example38,M&T,select_billiards,example38,True,,pick>place,2
M&T/select_billiards/example39,M&T,select_billiards,example39,True,,pick>place,2
M&T/select_billiards/example40,M&T,select_billiards,example40,False,sequence_missing_or_empty,,0
M&T/select_billiards/example41,M&T,select_billiards,example41,False,sequence_missing_or_empty,,0
M&T/select_billiards/example43,M&T,select_billiards,example43,True,,pick>place,2
M&T/select_billiards/example42,M&T,select_billiards,example42,True,,pick>place,2
M&T/select_billiards/example44,M&T,select_billiards,example44,True,,pick>place,2
M&T/select_billiards/example45,M&T,select_billiards,example45,False,sequence_missing_or_empty,,0
M&T/select_billiards/example47,M&T,select_billiards,example47,True,,pick>place,2
M&T/select_billiards/example46,M&T,select_billiards,example46,False,sequence_missing_or_empty,,0
M&T/select_billiards/example48,M&T,select_billiards,example48,True,,pick>place,2
M&T/select_billiards/example49,M&T,select_billiards,example49,False,sequence_missing_or_empty,,0
M&T/select_billiards/example51,M&T,select_billiards,example51,True,,pick>place,2
M&T/select_billiards/example50,M&T,select_billiards,example50,True,,pick>place,2
M&T/select_billiards/example53,M&T,select_billiards,example53,False,sequence_missing_or_empty,,0
M&T/select_billiards/example52,M&T,select_billiards,example52,True,,pick>place,2
M&T/select_billiards/example54,M&T,select_billiards,example54,True,,pick>place,2
M&T/select_billiards/example55,M&T,select_billiards,example55,True,,pick>place,2
M&T/select_billiards/example57,M&T,select_billiards,example57,True,,pick>place,2
M&T/select_billiards/example56,M&T,select_billiards,example56,True,,pick>place,2
M&T/select_billiards/example58,M&T,select_billiards,example58,False,sequence_missing_or_empty,,0
M&T/select_billiards/example59,M&T,select_billiards,example59,True,,pick>place,2
M&T/select_billiards/example60,M&T,select_billiards,example60,True,,pick>place,2
M&T/select_billiards/example61,M&T,select_billiards,example61,True,,pick>place,2
M&T/select_billiards/example62,M&T,select_billiards,example62,False,step1:unmapped_component:hole,pick>place,2
M&T/select_billiards/example63,M&T,select_billiards,example63,True,,pick>place,2
M&T/select_billiards/example64,M&T,select_billiards,example64,True,,pick>place,2
M&T/select_billiards/example65,M&T,select_billiards,example65,True,,pick>place,2
M&T/select_billiards/example66,M&T,select_billiards,example66,True,,pick>place,2
M&T/select_billiards/example67,M&T,select_billiards,example67,True,,pick>place,2
M&T/select_billiards/example68,M&T,select_billiards,example68,True,,pick>place,2
M&T/select_billiards/example69,M&T,select_billiards,example69,True,,pick>place,2
M&T/select_billiards/example70,M&T,select_billiards,example70,True,,pick>place,2
M&T/select_billiards/example71,M&T,select_billiards,example71,True,,pick>place,2
M&T/select_billiards/example72,M&T,select_billiards,example72,True,,pick>place,2
M&T/select_billiards/example73,M&T,select_billiards,example73,True,,pick>place,2
M&T/select_billiards/example74,M&T,select_billiards,example74,True,,pick>place,2
M&T/select_billiards/example75,M&T,select_billiards,example75,False,sequence_missing_or_empty,,0
M&T/select_billiards/example76,M&T,select_billiards,example76,True,,pick>place,2
M&T/select_billiards/example77,M&T,select_billiards,example77,True,,pick>place,2
M&T/select_billiards/example78,M&T,select_billiards,example78,True,,pick>place,2
M&T/select_billiards/example79,M&T,select_billiards,example79,False,sequence_missing_or_empty,,0
M&T/select_billiards/example80,M&T,select_billiards,example80,True,,pick>place,2
M&T/select_billiards/example81,M&T,select_billiards,example81,True,,pick>place,2
M&T/select_billiards/example82,M&T,select_billiards,example82,True,,pick>place,2
M&T/select_billiards/example83,M&T,select_billiards,example83,True,,pick>place,2
M&T/select_billiards/example84,M&T,select_billiards,example84,False,step1:unmapped_component:hole_0,pick>place,2
M&T/select_billiards/example85,M&T,select_billiards,example85,True,,pick>place,2
M&T/select_billiards/example86,M&T,select_billiards,example86,True,,pick>place,2
M&T/select_billiards/example87,M&T,select_billiards,example87,True,,pick>place,2
M&T/select_billiards/example88,M&T,select_billiards,example88,True,,pick>place,2
M&T/select_billiards/example89,M&T,select_billiards,example89,True,,pick>place,2
M&T/select_billiards/example90,M&T,select_billiards,example90,True,,pick>place,2
M&T/select_billiards/example91,M&T,select_billiards,example91,True,,pick>place,2
M&T/select_billiards/example92,M&T,select_billiards,example92,False,sequence_missing_or_empty,,0
M&T/select_billiards/example93,M&T,select_billiards,example93,True,,pick>place,2
M&T/select_billiards/example94,M&T,select_billiards,example94,True,,pick>place,2
M&T/select_billiards/example95,M&T,select_billiards,example95,True,,pick>place,2
M&T/select_billiards/example96,M&T,select_billiards,example96,True,,pick>place,2
M&T/select_billiards/example97,M&T,select_billiards,example97,True,,pick>place,2
M&T/select_billiards/example98,M&T,select_billiards,example98,True,,pick>place,2
M&T/select_billiards/example99,M&T,select_billiards,example99,False,sequence_missing_or_empty,,0
M&T/select_book/example0,M&T,select_book,example0,True,,pick>place,2
M&T/select_book/example1,M&T,select_book,example1,True,,pick>place,2
M&T/select_book/example2,M&T,select_book,example2,True,,pick>place,2
M&T/select_book/example3,M&T,select_book,example3,True,,pick>place,2
M&T/select_book/example5,M&T,select_book,example5,True,,pick>place,2
M&T/select_book/example6,M&T,select_book,example6,False,sequence_missing_or_empty,,0
M&T/select_book/example7,M&T,select_book,example7,True,,pick>place,2
M&T/select_book/example8,M&T,select_book,example8,True,,pick>place,2
M&T/select_book/example9,M&T,select_book,example9,True,,pick>place,2
M&T/select_book/example10,M&T,select_book,example10,True,,pick>place,2
M&T/select_book/example11,M&T,select_book,example11,True,,pick>place,2
M&T/select_book/example12,M&T,select_book,example12,True,,pick>place,2
M&T/select_book/example13,M&T,select_book,example13,True,,pick>place,2
M&T/select_book/example15,M&T,select_book,example15,True,,pick>place,2
M&T/select_book/example16,M&T,select_book,example16,True,,pick>place,2
M&T/select_book/example17,M&T,select_book,example17,True,,pick>place,2
M&T/select_book/example18,M&T,select_book,example18,True,,pick>place,2
M&T/select_book/example19,M&T,select_book,example19,True,,pick>place,2
M&T/select_book/example21,M&T,select_book,example21,True,,pick>place,2
M&T/select_book/example27,M&T,select_book,example27,True,,pick>place,2
M&T/select_book/example28,M&T,select_book,example28,True,,pick>place,2
M&T/select_book/example29,M&T,select_book,example29,True,,pick>place,2
M&T/select_book/example30,M&T,select_book,example30,True,,pick>place,2
M&T/select_book/example31,M&T,select_book,example31,True,,pick>place,2
M&T/select_book/example32,M&T,select_book,example32,True,,pick>place,2
M&T/select_book/example33,M&T,select_book,example33,True,,pick>place,2
M&T/select_book/example34,M&T,select_book,example34,True,,pick>place,2
M&T/select_book/example35,M&T,select_book,example35,True,,pick>place,2
M&T/select_book/example36,M&T,select_book,example36,True,,pick>place,2
M&T/select_book/example37,M&T,select_book,example37,True,,pick>place,2
M&T/select_book/example38,M&T,select_book,example38,True,,pick>place,2
M&T/select_book/example40,M&T,select_book,example40,True,,pick>place,2
M&T/select_book/example42,M&T,select_book,example42,True,,pick>place,2
M&T/select_book/example43,M&T,select_book,example43,True,,pick>place,2
M&T/select_book/example45,M&T,select_book,example45,True,,pick>place,2
M&T/select_book/example46,M&T,select_book,example46,True,,pick>place,2
M&T/select_book/example48,M&T,select_book,example48,True,,pick>place,2
M&T/select_book/example50,M&T,select_book,example50,True,,pick>place,2
M&T/select_book/example56,M&T,select_book,example56,True,,pick>place,2
M&T/select_book/example57,M&T,select_book,example57,True,,pick>place,2
M&T/select_book/example59,M&T,select_book,example59,True,,pick>place,2
M&T/select_book/example60,M&T,select_book,example60,True,,pick>place,2
M&T/select_book/example61,M&T,select_book,example61,True,,pick>place,2
M&T/select_book/example62,M&T,select_book,example62,True,,pick>place,2
M&T/select_book/example63,M&T,select_book,example63,True,,pick>place,2
M&T/select_book/example65,M&T,select_book,example65,True,,pick>place,2
M&T/select_book/example67,M&T,select_book,example67,True,,pick>place,2
M&T/select_book/example69,M&T,select_book,example69,True,,pick>place,2
M&T/select_book/example70,M&T,select_book,example70,True,,pick>place,2
M&T/select_book/example72,M&T,select_book,example72,True,,pick>place,2
M&T/select_book/example73,M&T,select_book,example73,True,,pick>place,2
M&T/select_book/example74,M&T,select_book,example74,True,,pick>place,2
M&T/select_book/example75,M&T,select_book,example75,True,,pick>place,2
M&T/select_book/example77,M&T,select_book,example77,True,,pick>place,2
M&T/select_book/example78,M&T,select_book,example78,True,,pick>place,2
M&T/select_book/example79,M&T,select_book,example79,True,,pick>place,2
M&T/select_book/example80,M&T,select_book,example80,True,,pick>place,2
M&T/select_book/example81,M&T,select_book,example81,True,,pick>place,2
M&T/select_book/example82,M&T,select_book,example82,True,,pick>place,2
M&T/select_book/example83,M&T,select_book,example83,True,,pick>place,2
M&T/select_book/example85,M&T,select_book,example85,True,,pick>place,2
M&T/select_book/example86,M&T,select_book,example86,True,,pick>place,2
M&T/select_book/example87,M&T,select_book,example87,True,,pick>place,2
M&T/select_book/example90,M&T,select_book,example90,True,,pick>place,2
M&T/select_book/example91,M&T,select_book,example91,True,,pick>place,2
M&T/select_book/example92,M&T,select_book,example92,True,,pick>place,2
M&T/select_book/example93,M&T,select_book,example93,True,,pick>place,2
M&T/select_book/example94,M&T,select_book,example94,True,,pick>place,2
M&T/select_book/example95,M&T,select_book,example95,True,,pick>place,2
M&T/select_book/example96,M&T,select_book,example96,True,,pick>place,2
M&T/select_book/example97,M&T,select_book,example97,True,,pick>place,2
M&T/select_book/example98,M&T,select_book,example98,True,,pick>place,2
M&T/select_book/example99,M&T,select_book,example99,True,,pick>place,2
M&T/select_chemistry_tube/example0,M&T,select_chemistry_tube,example0,True,,pick>place,2
M&T/select_chemistry_tube/example1,M&T,select_chemistry_tube,example1,True,,pick>place,2
M&T/select_chemistry_tube/example2,M&T,select_chemistry_tube,example2,True,,pick>place,2
M&T/select_chemistry_tube/example3,M&T,select_chemistry_tube,example3,True,,pick>place,2
M&T/select_chemistry_tube/example4,M&T,select_chemistry_tube,example4,True,,pick>place,2
M&T/select_chemistry_tube/example6,M&T,select_chemistry_tube,example6,True,,pick>place,2
M&T/select_chemistry_tube/example7,M&T,select_chemistry_tube,example7,True,,pick>place,2
M&T/select_chemistry_tube/example8,M&T,select_chemistry_tube,example8,True,,pick>place,2
M&T/select_chemistry_tube/example9,M&T,select_chemistry_tube,example9,True,,pick>place,2
M&T/select_chemistry_tube/example10,M&T,select_chemistry_tube,example10,True,,pick>place,2
M&T/select_chemistry_tube/example11,M&T,select_chemistry_tube,example11,True,,pick>place,2
M&T/select_chemistry_tube/example12,M&T,select_chemistry_tube,example12,True,,pick>place,2
M&T/select_chemistry_tube/example13,M&T,select_chemistry_tube,example13,True,,pick>place,2
M&T/select_chemistry_tube/example14,M&T,select_chemistry_tube,example14,True,,pick>place,2
M&T/select_chemistry_tube/example15,M&T,select_chemistry_tube,example15,True,,pick>place,2
M&T/select_chemistry_tube/example16,M&T,select_chemistry_tube,example16,True,,pick>place,2
M&T/select_chemistry_tube/example17,M&T,select_chemistry_tube,example17,True,,pick>place,2
M&T/select_chemistry_tube/example18,M&T,select_chemistry_tube,example18,True,,pick>place,2
M&T/select_chemistry_tube/example19,M&T,select_chemistry_tube,example19,True,,pick>place,2
M&T/select_chemistry_tube/example20,M&T,select_chemistry_tube,example20,True,,pick>place,2
M&T/select_chemistry_tube/example21,M&T,select_chemistry_tube,example21,True,,pick>place,2
M&T/select_chemistry_tube/example22,M&T,select_chemistry_tube,example22,True,,pick>place,2
M&T/select_chemistry_tube/example23,M&T,select_chemistry_tube,example23,True,,pick>place,2
M&T/select_chemistry_tube/example24,M&T,select_chemistry_tube,example24,True,,pick>place,2
M&T/select_chemistry_tube/example25,M&T,select_chemistry_tube,example25,True,,pick>place,2
M&T/select_chemistry_tube/example26,M&T,select_chemistry_tube,example26,True,,pick>place,2
M&T/select_chemistry_tube/example27,M&T,select_chemistry_tube,example27,True,,pick>place,2
M&T/select_chemistry_tube/example28,M&T,select_chemistry_tube,example28,True,,pick>place,2
M&T/select_chemistry_tube/example29,M&T,select_chemistry_tube,example29,True,,pick>place,2
M&T/select_chemistry_tube/example30,M&T,select_chemistry_tube,example30,True,,pick>place,2
M&T/select_chemistry_tube/example31,M&T,select_chemistry_tube,example31,True,,pick>place,2
M&T/select_chemistry_tube/example32,M&T,select_chemistry_tube,example32,True,,pick>place,2
M&T/select_chemistry_tube/example33,M&T,select_chemistry_tube,example33,True,,pick>place,2
M&T/select_chemistry_tube/example34,M&T,select_chemistry_tube,example34,True,,pick>place,2
M&T/select_chemistry_tube/example35,M&T,select_chemistry_tube,example35,True,,pick>place,2
M&T/select_chemistry_tube/example36,M&T,select_chemistry_tube,example36,True,,pick>place,2
M&T/select_chemistry_tube/example37,M&T,select_chemistry_tube,example37,True,,pick>place,2
M&T/select_chemistry_tube/example38,M&T,select_chemistry_tube,example38,True,,pick>place,2
M&T/select_chemistry_tube/example39,M&T,select_chemistry_tube,example39,True,,pick>place,2
M&T/select_chemistry_tube/example40,M&T,select_chemistry_tube,example40,True,,pick>place,2
M&T/select_chemistry_tube/example41,M&T,select_chemistry_tube,example41,True,,pick>place,2
M&T/select_chemistry_tube/example42,M&T,select_chemistry_tube,example42,True,,pick>place,2
M&T/select_chemistry_tube/example43,M&T,select_chemistry_tube,example43,True,,pick>place,2
M&T/select_chemistry_tube/example44,M&T,select_chemistry_tube,example44,True,,pick>place,2
M&T/select_chemistry_tube/example45,M&T,select_chemistry_tube,example45,True,,pick>place,2
M&T/select_chemistry_tube/example46,M&T,select_chemistry_tube,example46,True,,pick>place,2
M&T/select_chemistry_tube/example47,M&T,select_chemistry_tube,example47,True,,pick>place,2
M&T/select_chemistry_tube/example48,M&T,select_chemistry_tube,example48,True,,pick>place,2
M&T/select_chemistry_tube/example49,M&T,select_chemistry_tube,example49,True,,pick>place,2
M&T/select_chemistry_tube/example50,M&T,select_chemistry_tube,example50,True,,pick>place,2
M&T/select_chemistry_tube/example52,M&T,select_chemistry_tube,example52,True,,pick>place,2
M&T/select_chemistry_tube/example53,M&T,select_chemistry_tube,example53,True,,pick>place,2
M&T/select_chemistry_tube/example54,M&T,select_chemistry_tube,example54,True,,pick>place,2
M&T/select_chemistry_tube/example55,M&T,select_chemistry_tube,example55,True,,pick>place,2
M&T/select_chemistry_tube/example56,M&T,select_chemistry_tube,example56,True,,pick>place,2
M&T/select_chemistry_tube/example57,M&T,select_chemistry_tube,example57,True,,pick>place,2
M&T/select_chemistry_tube/example58,M&T,select_chemistry_tube,example58,True,,pick>place,2
M&T/select_chemistry_tube/example59,M&T,select_chemistry_tube,example59,True,,pick>place,2
M&T/select_chemistry_tube/example60,M&T,select_chemistry_tube,example60,True,,pick>place,2
M&T/select_chemistry_tube/example61,M&T,select_chemistry_tube,example61,True,,pick>place,2
M&T/select_chemistry_tube/example62,M&T,select_chemistry_tube,example62,True,,pick>place,2
M&T/select_chemistry_tube/example63,M&T,select_chemistry_tube,example63,True,,pick>place,2
M&T/select_chemistry_tube/example64,M&T,select_chemistry_tube,example64,True,,pick>place,2
